Year,Position,Player,Sum of Strokes,RoundNumber,HoleNumber
1982,3,"Pohl, Dan",5,2,13
1982,3,"Pohl, Dan",6,2,14
1982,3,"Pohl, Dan",4,2,15
1982,3,"Pohl, Dan",4,2,16
1982,3,"Pohl, Dan",3,2,17
1982,3,"Pohl, Dan",5,2,18
1982,3,"Pohl, Dan",4,3,1
1982,3,"Pohl, Dan",5,3,2
1982,3,"Pohl, Dan",3,3,3
1982,3,"Pohl, Dan",4,3,4
1982,3,"Pohl, Dan",3,3,5
1982,3,"Pohl, Dan",5,3,6
1982,3,"Pohl, Dan",2,3,7
1982,3,"Pohl, Dan",4,3,8
1982,3,"Pohl, Dan",4,3,9
1982,3,"Pohl, Dan",5,3,10
1982,3,"Pohl, Dan",4,3,11
1982,3,"Pohl, Dan",3,3,12
1982,3,"Pohl, Dan",4,3,13
1982,3,"Pohl, Dan",5,3,14
1982,3,"Pohl, Dan",4,3,15
1982,3,"Pohl, Dan",4,3,16
1982,3,"Pohl, Dan",3,3,17
1982,3,"Pohl, Dan",4,3,18
1982,3,"Pohl, Dan",5,4,1
1982,3,"Pohl, Dan",5,4,2
1982,3,"Pohl, Dan",3,4,3
1982,3,"Pohl, Dan",4,4,4
1982,3,"Pohl, Dan",3,4,5
1982,3,"Pohl, Dan",4,4,6
1982,3,"Pohl, Dan",2,4,7
1982,3,"Pohl, Dan",4,4,8
1982,3,"Pohl, Dan",3,4,9
1982,3,"Pohl, Dan",4,4,10
1982,3,"Pohl, Dan",4,4,11
1982,3,"Pohl, Dan",4,4,12
1982,3,"Pohl, Dan",3,4,13
1982,3,"Pohl, Dan",5,4,14
1982,3,"Pohl, Dan",4,4,15
1982,3,"Pohl, Dan",5,4,16
1982,3,"Pohl, Dan",4,4,17
1982,3,"Pohl, Dan",4,4,18
1982,3,"Rogers, Bill",4,1,1
1982,3,"Rogers, Bill",4,1,2
1982,3,"Rogers, Bill",3,1,3
1982,3,"Rogers, Bill",4,1,4
1982,3,"Rogers, Bill",3,1,5
1982,3,"Rogers, Bill",4,1,6
1982,3,"Rogers, Bill",4,1,7
1982,3,"Rogers, Bill",5,1,8
1982,3,"Rogers, Bill",3,1,9
1982,3,"Rogers, Bill",4,1,10
1982,3,"Rogers, Bill",4,1,11
1982,3,"Rogers, Bill",3,1,12
1982,3,"Rogers, Bill",4,1,13
1982,3,"Rogers, Bill",5,1,14
1982,3,"Rogers, Bill",4,1,15
1982,3,"Rogers, Bill",4,1,16
1982,3,"Rogers, Bill",3,1,17
1982,3,"Rogers, Bill",5,1,18
1982,3,"Rogers, Bill",4,2,1
1982,3,"Rogers, Bill",4,2,2
1982,3,"Rogers, Bill",4,2,3
1982,3,"Rogers, Bill",4,2,4
1982,3,"Rogers, Bill",3,2,5
1982,3,"Rogers, Bill",5,2,6
1982,3,"Rogers, Bill",3,2,7
1982,3,"Rogers, Bill",4,2,8
1982,3,"Rogers, Bill",4,2,9
1982,3,"Rogers, Bill",4,2,10
1982,3,"Rogers, Bill",3,2,11
1982,3,"Rogers, Bill",4,2,12
1982,3,"Rogers, Bill",4,2,13
1982,3,"Rogers, Bill",6,2,14
1982,3,"Rogers, Bill",4,2,15
1982,3,"Rogers, Bill",5,2,16
1982,3,"Rogers, Bill",3,2,17
1982,3,"Rogers, Bill",5,2,18
1982,3,"Rogers, Bill",4,3,1
1982,3,"Rogers, Bill",4,3,2
1982,3,"Rogers, Bill",4,3,3
1982,3,"Rogers, Bill",3,3,4
1982,3,"Rogers, Bill",3,3,5
1982,3,"Rogers, Bill",4,3,6
1982,3,"Rogers, Bill",3,3,7
1982,3,"Rogers, Bill",4,3,8
1982,3,"Rogers, Bill",4,3,9
1982,3,"Rogers, Bill",5,3,10
1982,3,"Rogers, Bill",4,3,11
1982,3,"Rogers, Bill",3,3,12
1982,3,"Rogers, Bill",4,3,13
1982,3,"Rogers, Bill",4,3,14
1982,3,"Rogers, Bill",3,3,15
1982,3,"Rogers, Bill",4,3,16
1982,3,"Rogers, Bill",4,3,17
1982,3,"Rogers, Bill",5,3,18
1982,3,"Rogers, Bill",4,4,1
1982,3,"Rogers, Bill",5,4,2
1982,3,"Rogers, Bill",4,4,3
1982,3,"Rogers, Bill",3,4,4
1982,3,"Rogers, Bill",3,4,5
1982,3,"Rogers, Bill",5,4,6
1982,3,"Rogers, Bill",3,4,7
1982,3,"Rogers, Bill",4,4,8
1982,3,"Rogers, Bill",5,4,9
1982,3,"Rogers, Bill",5,4,10
1982,3,"Rogers, Bill",4,4,11
1982,3,"Rogers, Bill",4,4,12
1982,3,"Rogers, Bill",4,4,13
1982,3,"Rogers, Bill",5,4,14
1982,3,"Rogers, Bill",4,4,15
1982,3,"Rogers, Bill",4,4,16
1982,3,"Rogers, Bill",3,4,17
1982,3,"Rogers, Bill",5,4,18
1982,6,"Graham, David",4,1,1
1982,6,"Graham, David",4,1,2
1982,6,"Graham, David",4,1,3
1982,6,"Graham, David",4,1,4
1982,6,"Graham, David",3,1,5
1982,6,"Graham, David",4,1,6
1982,6,"Graham, David",2,1,7
1982,6,"Graham, David",4,1,8
1982,6,"Graham, David",5,1,9
1982,6,"Graham, David",4,1,10
1982,6,"Graham, David",4,1,11
1982,6,"Graham, David",3,1,12
1982,6,"Graham, David",4,1,13
1982,6,"Graham, David",6,1,14
1982,6,"Graham, David",4,1,15
1982,6,"Graham, David",4,1,16
1982,6,"Graham, David",3,1,17
1982,6,"Graham, David",7,1,18
1982,6,"Graham, David",4,2,1
1982,6,"Graham, David",5,2,2
1982,6,"Graham, David",5,2,3
1982,6,"Graham, David",3,2,4
1982,6,"Graham, David",3,2,5
1982,6,"Graham, David",4,2,6
1982,6,"Graham, David",3,2,7
1982,6,"Graham, David",6,2,8
1982,6,"Graham, David",4,2,9
1982,6,"Graham, David",4,2,10
1982,6,"Graham, David",4,2,11
1982,6,"Graham, David",3,2,12
1982,6,"Graham, David",4,2,13
1982,6,"Graham, David",4,2,14
1982,6,"Graham, David",4,2,15
1982,6,"Graham, David",4,2,16
1982,6,"Graham, David",3,2,17
1982,6,"Graham, David",5,2,18
1982,6,"Graham, David",4,3,1
1982,6,"Graham, David",5,3,2
1982,6,"Graham, David",5,3,3
1982,6,"Graham, David",4,3,4
1982,6,"Graham, David",3,3,5
1982,6,"Graham, David",4,3,6
1982,6,"Graham, David",2,3,7
1982,6,"Graham, David",4,3,8
1982,6,"Graham, David",4,3,9
1982,6,"Graham, David",5,3,10
1982,6,"Graham, David",4,3,11
1982,6,"Graham, David",3,3,12
1982,6,"Graham, David",4,3,13
1982,6,"Graham, David",4,3,14
1982,6,"Graham, David",4,3,15
1982,6,"Graham, David",3,3,16
1982,6,"Graham, David",3,3,17
1982,6,"Graham, David",4,3,18
1982,6,"Graham, David",4,4,1
1982,6,"Graham, David",4,4,2
1982,6,"Graham, David",5,4,3
1982,6,"Graham, David",4,4,4
1982,6,"Graham, David",3,4,5
1982,6,"Graham, David",5,4,6
1982,6,"Graham, David",2,4,7
1982,6,"Graham, David",5,4,8
1982,6,"Graham, David",3,4,9
1982,6,"Graham, David",4,4,10
1982,6,"Graham, David",4,4,11
1982,6,"Graham, David",3,4,12
1982,6,"Graham, David",6,4,13
1982,6,"Graham, David",5,4,14
1982,6,"Graham, David",4,4,15
1982,6,"Graham, David",4,4,16
1982,6,"Graham, David",3,4,17
1982,6,"Graham, David",5,4,18
1982,6,"Haas, Jay",4,1,1
1982,6,"Haas, Jay",5,1,2
1982,6,"Haas, Jay",4,1,3
1982,6,"Haas, Jay",4,1,4
1982,6,"Haas, Jay",3,1,5
1982,6,"Haas, Jay",5,1,6
1982,6,"Haas, Jay",3,1,7
1982,6,"Haas, Jay",4,1,8
1982,6,"Haas, Jay",5,1,9
1982,6,"Haas, Jay",4,1,10
1982,6,"Haas, Jay",4,1,11
1982,6,"Haas, Jay",3,1,12
1982,6,"Haas, Jay",4,1,13
1982,6,"Haas, Jay",5,1,14
1982,6,"Haas, Jay",4,1,15
1982,6,"Haas, Jay",4,1,16
1982,6,"Haas, Jay",4,1,17
1982,6,"Haas, Jay",6,1,18
1982,6,"Haas, Jay",4,2,1
1982,6,"Haas, Jay",5,2,2
1982,6,"Haas, Jay",5,2,3
1982,6,"Haas, Jay",4,2,4
1982,6,"Haas, Jay",2,2,5
1982,6,"Haas, Jay",4,2,6
1982,6,"Haas, Jay",3,2,7
1982,6,"Haas, Jay",4,2,8
1982,6,"Haas, Jay",5,2,9
1982,6,"Haas, Jay",4,2,10
1982,6,"Haas, Jay",5,2,11
1982,6,"Haas, Jay",3,2,12
1982,6,"Haas, Jay",3,2,13
1982,6,"Haas, Jay",7,2,14
1982,6,"Haas, Jay",3,2,15
1982,6,"Haas, Jay",4,2,16
1982,6,"Haas, Jay",4,2,17
1982,6,"Haas, Jay",5,2,18
1982,6,"Haas, Jay",4,3,1
1982,6,"Haas, Jay",4,3,2
1982,6,"Haas, Jay",4,3,3
1982,6,"Haas, Jay",4,3,4
1982,6,"Haas, Jay",3,3,5
1982,6,"Haas, Jay",5,3,6
1982,6,"Haas, Jay",3,3,7
1982,6,"Haas, Jay",4,3,8
1982,6,"Haas, Jay",4,3,9
1982,6,"Haas, Jay",4,3,10
1982,6,"Haas, Jay",4,3,11
1982,6,"Haas, Jay",2,3,12
1982,6,"Haas, Jay",4,3,13
1982,6,"Haas, Jay",5,3,14
1982,6,"Haas, Jay",4,3,15
1982,6,"Haas, Jay",4,3,16
1982,6,"Haas, Jay",2,3,17
1982,6,"Haas, Jay",6,3,18
1982,6,"Haas, Jay",4,4,1
1982,6,"Haas, Jay",4,4,2
1982,6,"Haas, Jay",4,4,3
1982,6,"Haas, Jay",4,4,4
1982,6,"Haas, Jay",3,4,5
1982,6,"Haas, Jay",4,4,6
1982,6,"Haas, Jay",3,4,7
1982,6,"Haas, Jay",4,4,8
1982,6,"Haas, Jay",5,4,9
1982,6,"Haas, Jay",4,4,10
1982,6,"Haas, Jay",4,4,11
1982,6,"Haas, Jay",2,4,12
1982,6,"Haas, Jay",4,4,13
1982,6,"Haas, Jay",5,4,14
1982,6,"Haas, Jay",3,4,15
1982,6,"Haas, Jay",3,4,16
1982,6,"Haas, Jay",3,4,17
1982,6,"Haas, Jay",5,4,18
1982,6,"Koch, Gary",4,1,1
1982,6,"Koch, Gary",4,1,2
1982,6,"Koch, Gary",5,1,3
1982,6,"Koch, Gary",4,1,4
1982,6,"Koch, Gary",3,1,5
1982,6,"Koch, Gary",4,1,6
1982,6,"Koch, Gary",4,1,7
1982,6,"Koch, Gary",4,1,8
1982,6,"Koch, Gary",4,1,9
1982,6,"Koch, Gary",5,1,10
1982,6,"Koch, Gary",4,1,11
1982,6,"Koch, Gary",3,1,12
1982,6,"Koch, Gary",5,1,13
1982,6,"Koch, Gary",6,1,14
1982,6,"Koch, Gary",5,1,15
1982,6,"Koch, Gary",4,1,16
1982,6,"Koch, Gary",5,1,17
1982,6,"Koch, Gary",5,1,18
1982,6,"Koch, Gary",5,2,1
1982,6,"Koch, Gary",4,2,2
1982,6,"Koch, Gary",3,2,3
1982,6,"Koch, Gary",4,2,4
1982,6,"Koch, Gary",3,2,5
1982,6,"Koch, Gary",5,2,6
1982,6,"Koch, Gary",4,2,7
1982,6,"Koch, Gary",4,2,8
1982,6,"Koch, Gary",3,2,9
1982,6,"Koch, Gary",5,2,10
1982,6,"Koch, Gary",3,2,11
1982,6,"Koch, Gary",3,2,12
1982,6,"Koch, Gary",4,2,13
1982,6,"Koch, Gary",5,2,14
1982,6,"Koch, Gary",4,2,15
1982,6,"Koch, Gary",4,2,16
1982,6,"Koch, Gary",5,2,17
1982,6,"Koch, Gary",5,2,18
1982,6,"Koch, Gary",3,3,1
1982,6,"Koch, Gary",5,3,2
1982,6,"Koch, Gary",3,3,3
1982,6,"Koch, Gary",5,3,4
1982,6,"Koch, Gary",2,3,5
1982,6,"Koch, Gary",5,3,6
1982,6,"Koch, Gary",2,3,7
1982,6,"Koch, Gary",3,3,8
1982,6,"Koch, Gary",6,3,9
1982,6,"Koch, Gary",5,3,10
1982,6,"Koch, Gary",5,3,11
1982,6,"Koch, Gary",2,3,12
1982,6,"Koch, Gary",3,3,13
1982,6,"Koch, Gary",6,3,14
1982,6,"Koch, Gary",4,3,15
1982,6,"Koch, Gary",3,3,16
1982,6,"Koch, Gary",3,3,17
1982,6,"Koch, Gary",4,3,18
1982,6,"Koch, Gary",4,4,1
1982,6,"Koch, Gary",5,4,2
1982,6,"Koch, Gary",3,4,3
1982,6,"Koch, Gary",3,4,4
1982,6,"Koch, Gary",2,4,5
1982,6,"Koch, Gary",5,4,6
1982,6,"Koch, Gary",4,4,7
1982,6,"Koch, Gary",3,4,8
1982,6,"Koch, Gary",5,4,9
1982,6,"Koch, Gary",4,4,10
1982,6,"Koch, Gary",4,4,11
1982,6,"Koch, Gary",3,4,12
1982,6,"Koch, Gary",3,4,13
1982,6,"Koch, Gary",5,4,14
1982,6,"Koch, Gary",3,4,15
1982,6,"Koch, Gary",3,4,16
1982,6,"Koch, Gary",3,4,17
1982,6,"Koch, Gary",5,4,18
1982,6,"Wadkins, Lanny",4,1,1
1982,6,"Wadkins, Lanny",4,1,2
1982,6,"Wadkins, Lanny",5,1,3
1982,6,"Wadkins, Lanny",4,1,4
1982,6,"Wadkins, Lanny",3,1,5
1982,6,"Wadkins, Lanny",4,1,6
1982,6,"Wadkins, Lanny",3,1,7
1982,6,"Wadkins, Lanny",5,1,8
1982,6,"Wadkins, Lanny",4,1,9
1982,6,"Wadkins, Lanny",4,1,10
1982,6,"Wadkins, Lanny",4,1,11
1982,6,"Wadkins, Lanny",3,1,12
1982,6,"Wadkins, Lanny",5,1,13
1982,6,"Wadkins, Lanny",5,1,14
1982,6,"Wadkins, Lanny",4,1,15
1982,6,"Wadkins, Lanny",4,1,16
1982,6,"Wadkins, Lanny",3,1,17
1982,6,"Wadkins, Lanny",5,1,18
1982,6,"Wadkins, Lanny",4,2,1
1982,6,"Wadkins, Lanny",4,2,2
1982,6,"Wadkins, Lanny",4,2,3
1982,6,"Wadkins, Lanny",4,2,4
1982,6,"Wadkins, Lanny",3,2,5
1982,6,"Wadkins, Lanny",5,2,6
1982,6,"Wadkins, Lanny",4,2,7
1982,6,"Wadkins, Lanny",4,2,8
1982,6,"Wadkins, Lanny",4,2,9
1982,6,"Wadkins, Lanny",4,2,10
1982,6,"Wadkins, Lanny",4,2,11
1982,6,"Wadkins, Lanny",4,2,12
1982,6,"Wadkins, Lanny",4,2,13
1982,6,"Wadkins, Lanny",7,2,14
1982,6,"Wadkins, Lanny",4,2,15
1982,6,"Wadkins, Lanny",5,2,16
1982,6,"Wadkins, Lanny",3,2,17
1982,6,"Wadkins, Lanny",5,2,18
1982,6,"Wadkins, Lanny",3,3,1
1982,6,"Wadkins, Lanny",4,3,2
1982,6,"Wadkins, Lanny",4,3,3
1982,6,"Wadkins, Lanny",3,3,4
1982,6,"Wadkins, Lanny",3,3,5
1982,6,"Wadkins, Lanny",5,3,6
1982,6,"Wadkins, Lanny",3,3,7
1982,6,"Wadkins, Lanny",4,3,8
1982,6,"Wadkins, Lanny",4,3,9
1982,6,"Wadkins, Lanny",4,3,10
1982,6,"Wadkins, Lanny",4,3,11
1982,6,"Wadkins, Lanny",3,3,12
1982,6,"Wadkins, Lanny",3,3,13
1982,6,"Wadkins, Lanny",5,3,14
1982,6,"Wadkins, Lanny",4,3,15
1982,6,"Wadkins, Lanny",3,3,16
1982,6,"Wadkins, Lanny",3,3,17
1982,6,"Wadkins, Lanny",5,3,18
1982,6,"Wadkins, Lanny",4,4,1
1982,6,"Wadkins, Lanny",4,4,2
1982,6,"Wadkins, Lanny",4,4,3
1982,6,"Wadkins, Lanny",3,4,4
1982,6,"Wadkins, Lanny",3,4,5
1982,6,"Wadkins, Lanny",5,4,6
1982,6,"Wadkins, Lanny",2,4,7
1982,6,"Wadkins, Lanny",5,4,8
1982,6,"Wadkins, Lanny",4,4,9
1982,6,"Wadkins, Lanny",5,4,10
1982,6,"Wadkins, Lanny",5,4,11
1982,6,"Wadkins, Lanny",4,4,12
1982,6,"Wadkins, Lanny",4,4,13
1982,6,"Wadkins, Lanny",5,4,14
1982,6,"Wadkins, Lanny",3,4,15
1982,6,"Wadkins, Lanny",4,4,16
1982,6,"Wadkins, Lanny",2,4,17
1982,6,"Wadkins, Lanny",5,4,18
1982,10,"Devlin, Bruce",4,1,1
1982,10,"Devlin, Bruce",3,1,2
1982,10,"Devlin, Bruce",4,1,3
1982,10,"Devlin, Bruce",4,1,4
1982,10,"Devlin, Bruce",3,1,5
1982,10,"Devlin, Bruce",6,1,6
1982,10,"Devlin, Bruce",5,1,7
1982,10,"Devlin, Bruce",4,1,8
1982,10,"Devlin, Bruce",3,1,9
1982,10,"Devlin, Bruce",5,1,10
1982,10,"Devlin, Bruce",3,1,11
1982,10,"Devlin, Bruce",3,1,12
1982,10,"Devlin, Bruce",4,1,13
1982,10,"Devlin, Bruce",5,1,14
1982,10,"Devlin, Bruce",3,1,15
1982,10,"Devlin, Bruce",3,1,16
1982,10,"Devlin, Bruce",3,1,17
1982,10,"Devlin, Bruce",5,1,18
1982,10,"Devlin, Bruce",4,2,1
1982,10,"Devlin, Bruce",4,2,2
1982,10,"Devlin, Bruce",3,2,3
1982,10,"Devlin, Bruce",3,2,4
1982,10,"Devlin, Bruce",3,2,5
1982,10,"Devlin, Bruce",5,2,6
1982,10,"Devlin, Bruce",2,2,7
1982,10,"Devlin, Bruce",4,2,8
1982,10,"Devlin, Bruce",5,2,9
1982,10,"Devlin, Bruce",5,2,10
1982,10,"Devlin, Bruce",5,2,11
1982,10,"Devlin, Bruce",3,2,12
1982,10,"Devlin, Bruce",5,2,13
1982,10,"Devlin, Bruce",5,2,14
1982,10,"Devlin, Bruce",3,2,15
1982,10,"Devlin, Bruce",4,2,16
1982,10,"Devlin, Bruce",2,2,17
1982,10,"Devlin, Bruce",4,2,18
1982,10,"Devlin, Bruce",4,3,1
1982,10,"Devlin, Bruce",5,3,2
1982,10,"Devlin, Bruce",4,3,3
1982,10,"Devlin, Bruce",5,3,4
1982,10,"Devlin, Bruce",3,3,5
1982,10,"Devlin, Bruce",5,3,6
1982,10,"Devlin, Bruce",3,3,7
1982,10,"Devlin, Bruce",4,3,8
1982,10,"Devlin, Bruce",5,3,9
1982,10,"Devlin, Bruce",5,3,10
1982,10,"Devlin, Bruce",4,3,11
1982,10,"Devlin, Bruce",3,3,12
1982,10,"Devlin, Bruce",4,3,13
1982,10,"Devlin, Bruce",5,3,14
1982,10,"Devlin, Bruce",4,3,15
1982,10,"Devlin, Bruce",4,3,16
1982,10,"Devlin, Bruce",3,3,17
1982,10,"Devlin, Bruce",5,3,18
1982,10,"Devlin, Bruce",4,4,1
1982,10,"Devlin, Bruce",4,4,2
1982,10,"Devlin, Bruce",4,4,3
1982,10,"Devlin, Bruce",4,4,4
1982,10,"Devlin, Bruce",2,4,5
1982,10,"Devlin, Bruce",4,4,6
1982,10,"Devlin, Bruce",4,4,7
1982,10,"Devlin, Bruce",4,4,8
1982,10,"Devlin, Bruce",6,4,9
1982,10,"Devlin, Bruce",4,4,10
1982,10,"Devlin, Bruce",5,4,11
1982,10,"Devlin, Bruce",3,4,12
1982,10,"Devlin, Bruce",4,4,13
1982,10,"Devlin, Bruce",6,4,14
1982,10,"Devlin, Bruce",3,4,15
1982,10,"Devlin, Bruce",6,4,16
1982,10,"Devlin, Bruce",2,4,17
1982,10,"Devlin, Bruce",5,4,18
1982,10,"Peete, Calvin",5,1,1
1982,10,"Peete, Calvin",5,1,2
1982,10,"Peete, Calvin",4,1,3
1982,10,"Peete, Calvin",3,1,4
1982,10,"Peete, Calvin",3,1,5
1982,10,"Peete, Calvin",5,1,6
1982,10,"Peete, Calvin",2,1,7
1982,10,"Peete, Calvin",3,1,8
1982,10,"Peete, Calvin",4,1,9
1982,10,"Peete, Calvin",4,1,10
1982,10,"Peete, Calvin",5,1,11
1982,10,"Peete, Calvin",4,1,12
1982,10,"Peete, Calvin",4,1,13
1982,10,"Peete, Calvin",5,1,14
1982,10,"Peete, Calvin",4,1,15
1982,10,"Peete, Calvin",3,1,16
1982,10,"Peete, Calvin",3,1,17
1982,10,"Peete, Calvin",5,1,18
1982,10,"Peete, Calvin",4,2,1
1982,10,"Peete, Calvin",4,2,2
1982,10,"Peete, Calvin",5,2,3
1982,10,"Peete, Calvin",4,2,4
1982,10,"Peete, Calvin",4,2,5
1982,10,"Peete, Calvin",5,2,6
1982,10,"Peete, Calvin",3,2,7
1982,10,"Peete, Calvin",3,2,8
1982,10,"Peete, Calvin",4,2,9
1982,10,"Peete, Calvin",5,2,10
1982,10,"Peete, Calvin",4,2,11
1982,10,"Peete, Calvin",3,2,12
1982,10,"Peete, Calvin",4,2,13
1982,10,"Peete, Calvin",5,2,14
1982,10,"Peete, Calvin",4,2,15
1982,10,"Peete, Calvin",4,2,16
1982,10,"Peete, Calvin",3,2,17
1982,10,"Peete, Calvin",4,2,18
1982,10,"Peete, Calvin",4,3,1
1982,10,"Peete, Calvin",4,3,2
1982,10,"Peete, Calvin",4,3,3
1982,10,"Peete, Calvin",4,3,4
1982,10,"Peete, Calvin",3,3,5
1982,10,"Peete, Calvin",6,3,6
1982,10,"Peete, Calvin",3,3,7
1982,10,"Peete, Calvin",4,3,8
1982,10,"Peete, Calvin",5,3,9
1982,10,"Peete, Calvin",4,3,10
1982,10,"Peete, Calvin",4,3,11
1982,10,"Peete, Calvin",2,3,12
1982,10,"Peete, Calvin",4,3,13
1982,10,"Peete, Calvin",5,3,14
1982,10,"Peete, Calvin",4,3,15
1982,10,"Peete, Calvin",4,3,16
1982,10,"Peete, Calvin",3,3,17
1982,10,"Peete, Calvin",5,3,18
1982,10,"Peete, Calvin",4,4,1
1982,10,"Peete, Calvin",5,4,2
1982,10,"Peete, Calvin",4,4,3
1982,10,"Peete, Calvin",4,4,4
1982,10,"Peete, Calvin",4,4,5
1982,10,"Peete, Calvin",4,4,6
1982,10,"Peete, Calvin",3,4,7
1982,10,"Peete, Calvin",4,4,8
1982,10,"Peete, Calvin",4,4,9
1982,10,"Peete, Calvin",4,4,10
1982,10,"Peete, Calvin",4,4,11
1982,10,"Peete, Calvin",3,4,12
1982,10,"Peete, Calvin",4,4,13
1982,10,"Peete, Calvin",5,4,14
1982,10,"Peete, Calvin",4,4,15
1982,10,"Peete, Calvin",4,4,16
1982,10,"Peete, Calvin",4,4,17
1982,10,"Peete, Calvin",5,4,18
1982,12,"Beck, Chip",4,1,1
1982,12,"Beck, Chip",5,1,2
1982,12,"Beck, Chip",4,1,3
1982,12,"Beck, Chip",4,1,4
1982,12,"Beck, Chip",3,1,5
1982,12,"Beck, Chip",5,1,6
1982,12,"Beck, Chip",3,1,7
1982,12,"Beck, Chip",4,1,8
1982,12,"Beck, Chip",4,1,9
1982,12,"Beck, Chip",5,1,10
1982,12,"Beck, Chip",4,1,11
1982,12,"Beck, Chip",3,1,12
1982,12,"Beck, Chip",4,1,13
1982,12,"Beck, Chip",6,1,14
1982,12,"Beck, Chip",6,1,15
1982,12,"Beck, Chip",4,1,16
1982,12,"Beck, Chip",2,1,17
1982,12,"Beck, Chip",6,1,18
1982,12,"Beck, Chip",4,2,1
1982,12,"Beck, Chip",7,2,2
1982,12,"Beck, Chip",5,2,3
1982,12,"Beck, Chip",5,2,4
1982,12,"Beck, Chip",3,2,5
1982,12,"Beck, Chip",3,2,6
1982,12,"Beck, Chip",3,2,7
1982,12,"Beck, Chip",4,2,8
1982,12,"Beck, Chip",4,2,9
1982,12,"Beck, Chip",4,2,10
1982,12,"Beck, Chip",3,2,11
1982,12,"Beck, Chip",4,2,12
1982,12,"Beck, Chip",4,2,13
1982,12,"Beck, Chip",5,2,14
1982,12,"Beck, Chip",4,2,15
1982,12,"Beck, Chip",5,2,16
1982,12,"Beck, Chip",3,2,17
1982,12,"Beck, Chip",5,2,18
1982,12,"Beck, Chip",4,3,1
1982,12,"Beck, Chip",4,3,2
1982,12,"Beck, Chip",4,3,3
1982,12,"Beck, Chip",4,3,4
1982,12,"Beck, Chip",3,3,5
1982,12,"Beck, Chip",4,3,6
1982,12,"Beck, Chip",3,3,7
1982,12,"Beck, Chip",4,3,8
1982,12,"Beck, Chip",6,3,9
1982,12,"Beck, Chip",4,3,10
1982,12,"Beck, Chip",4,3,11
1982,12,"Beck, Chip",3,3,12
1982,12,"Beck, Chip",3,3,13
1982,12,"Beck, Chip",5,3,14
1982,12,"Beck, Chip",4,3,15
1982,12,"Beck, Chip",4,3,16
1982,12,"Beck, Chip",2,3,17
1982,12,"Beck, Chip",4,3,18
1982,12,"Beck, Chip",4,4,1
1982,12,"Beck, Chip",3,4,2
1982,12,"Beck, Chip",4,4,3
1982,12,"Beck, Chip",4,4,4
1982,12,"Beck, Chip",2,4,5
1982,12,"Beck, Chip",5,4,6
1982,12,"Beck, Chip",3,4,7
1982,12,"Beck, Chip",5,4,8
1982,12,"Beck, Chip",4,4,9
1982,12,"Beck, Chip",4,4,10
1982,12,"Beck, Chip",4,4,11
1982,12,"Beck, Chip",4,4,12
1982,12,"Beck, Chip",4,4,13
1982,12,"Beck, Chip",4,4,14
1982,12,"Beck, Chip",3,4,15
1982,12,"Beck, Chip",4,4,16
1982,12,"Beck, Chip",3,4,17
1982,12,"Beck, Chip",5,4,18
1982,12,"Edwards, Danny",3,1,1
1982,12,"Edwards, Danny",3,1,2
1982,12,"Edwards, Danny",4,1,3
1982,12,"Edwards, Danny",3,1,4
1982,12,"Edwards, Danny",3,1,5
1982,12,"Edwards, Danny",4,1,6
1982,12,"Edwards, Danny",3,1,7
1982,12,"Edwards, Danny",4,1,8
1982,12,"Edwards, Danny",4,1,9
1982,12,"Edwards, Danny",4,1,10
1982,12,"Edwards, Danny",3,1,11
1982,12,"Edwards, Danny",3,1,12
1982,12,"Edwards, Danny",4,1,13
1982,12,"Edwards, Danny",7,1,14
1982,12,"Edwards, Danny",4,1,15
1982,12,"Edwards, Danny",5,1,16
1982,12,"Edwards, Danny",5,1,17
1982,12,"Edwards, Danny",5,1,18
1982,12,"Edwards, Danny",4,2,1
1982,12,"Edwards, Danny",5,2,2
1982,12,"Edwards, Danny",5,2,3
1982,12,"Edwards, Danny",3,2,4
1982,12,"Edwards, Danny",3,2,5
1982,12,"Edwards, Danny",5,2,6
1982,12,"Edwards, Danny",4,2,7
1982,12,"Edwards, Danny",4,2,8
1982,12,"Edwards, Danny",5,2,9
1982,12,"Edwards, Danny",5,2,10
1982,12,"Edwards, Danny",5,2,11
1982,12,"Edwards, Danny",2,2,12
1982,12,"Edwards, Danny",4,2,13
1982,12,"Edwards, Danny",5,2,14
1982,12,"Edwards, Danny",3,2,15
1982,12,"Edwards, Danny",4,2,16
1982,12,"Edwards, Danny",4,2,17
1982,12,"Edwards, Danny",5,2,18
1982,12,"Edwards, Danny",4,3,1
1982,12,"Edwards, Danny",4,3,2
1982,12,"Edwards, Danny",4,3,3
1982,12,"Edwards, Danny",5,3,4
1982,12,"Edwards, Danny",3,3,5
1982,12,"Edwards, Danny",5,3,6
1982,12,"Edwards, Danny",3,3,7
1982,12,"Edwards, Danny",4,3,8
1982,12,"Edwards, Danny",5,3,9
1982,12,"Edwards, Danny",4,3,10
1982,12,"Edwards, Danny",4,3,11
1982,12,"Edwards, Danny",3,3,12
1982,12,"Edwards, Danny",4,3,13
1982,12,"Edwards, Danny",5,3,14
1982,12,"Edwards, Danny",3,3,15
1982,12,"Edwards, Danny",4,3,16
1982,12,"Edwards, Danny",4,3,17
1982,12,"Edwards, Danny",5,3,18
1982,12,"Edwards, Danny",4,4,1
1982,12,"Edwards, Danny",5,4,2
1982,12,"Edwards, Danny",4,4,3
