Year,Position,Player,Sum of Strokes,RoundNumber,HoleNumber
1972,1,"Nicklaus, Jack",4,1,1
1972,1,"Nicklaus, Jack",4,1,2
1972,1,"Nicklaus, Jack",4,1,3
1972,1,"Nicklaus, Jack",4,1,4
1972,1,"Nicklaus, Jack",2,1,5
1972,1,"Nicklaus, Jack",5,1,6
1972,1,"Nicklaus, Jack",3,1,7
1972,1,"Nicklaus, Jack",5,1,8
1972,1,"Nicklaus, Jack",4,1,9
1972,1,"Nicklaus, Jack",4,1,10
1972,1,"Nicklaus, Jack",4,1,11
1972,1,"Nicklaus, Jack",3,1,12
1972,1,"Nicklaus, Jack",4,1,13
1972,1,"Nicklaus, Jack",5,1,14
1972,1,"Nicklaus, Jack",4,1,15
1972,1,"Nicklaus, Jack",4,1,16
1972,1,"Nicklaus, Jack",3,1,17
1972,1,"Nicklaus, Jack",5,1,18
1972,1,"Nicklaus, Jack",5,2,1
1972,1,"Nicklaus, Jack",5,2,2
1972,1,"Nicklaus, Jack",4,2,3
1972,1,"Nicklaus, Jack",3,2,4
1972,1,"Nicklaus, Jack",3,2,5
1972,1,"Nicklaus, Jack",4,2,6
1972,1,"Nicklaus, Jack",3,2,7
1972,1,"Nicklaus, Jack",4,2,8
1972,1,"Nicklaus, Jack",4,2,9
1972,1,"Nicklaus, Jack",3,2,10
1972,1,"Nicklaus, Jack",4,2,11
1972,1,"Nicklaus, Jack",3,2,12
1972,1,"Nicklaus, Jack",4,2,13
1972,1,"Nicklaus, Jack",6,2,14
1972,1,"Nicklaus, Jack",5,2,15
1972,1,"Nicklaus, Jack",5,2,16
1972,1,"Nicklaus, Jack",3,2,17
1972,1,"Nicklaus, Jack",5,2,18
1972,1,"Nicklaus, Jack",4,3,1
1972,1,"Nicklaus, Jack",4,3,2
1972,1,"Nicklaus, Jack",4,3,3
1972,1,"Nicklaus, Jack",4,3,4
1972,1,"Nicklaus, Jack",4,3,5
1972,1,"Nicklaus, Jack",5,3,6
1972,1,"Nicklaus, Jack",4,3,7
1972,1,"Nicklaus, Jack",4,3,8
1972,1,"Nicklaus, Jack",4,3,9
1972,1,"Nicklaus, Jack",4,3,10
1972,1,"Nicklaus, Jack",4,3,11
1972,1,"Nicklaus, Jack",3,3,12
1972,1,"Nicklaus, Jack",4,3,13
1972,1,"Nicklaus, Jack",4,3,14
1972,1,"Nicklaus, Jack",4,3,15
1972,1,"Nicklaus, Jack",4,3,16
1972,1,"Nicklaus, Jack",3,3,17
1972,1,"Nicklaus, Jack",5,3,18
1972,1,"Nicklaus, Jack",4,4,1
1972,1,"Nicklaus, Jack",4,4,2
1972,1,"Nicklaus, Jack",4,4,3
1972,1,"Nicklaus, Jack",5,4,4
1972,1,"Nicklaus, Jack",4,4,5
1972,1,"Nicklaus, Jack",5,4,6
1972,1,"Nicklaus, Jack",2,4,7
1972,1,"Nicklaus, Jack",4,4,8
1972,1,"Nicklaus, Jack",4,4,9
1972,1,"Nicklaus, Jack",6,4,10
1972,1,"Nicklaus, Jack",4,4,11
1972,1,"Nicklaus, Jack",4,4,12
1972,1,"Nicklaus, Jack",4,4,13
1972,1,"Nicklaus, Jack",5,4,14
1972,1,"Nicklaus, Jack",3,4,15
1972,1,"Nicklaus, Jack",4,4,16
1972,1,"Nicklaus, Jack",2,4,17
1972,1,"Nicklaus, Jack",6,4,18
1972,2,"Crampton, Bruce",4,1,1
1972,2,"Crampton, Bruce",4,1,2
1972,2,"Crampton, Bruce",4,1,3
1972,2,"Crampton, Bruce",4,1,4
1972,2,"Crampton, Bruce",3,1,5
1972,2,"Crampton, Bruce",4,1,6
1972,2,"Crampton, Bruce",2,1,7
1972,2,"Crampton, Bruce",5,1,8
1972,2,"Crampton, Bruce",5,1,9
1972,2,"Crampton, Bruce",4,1,10
1972,2,"Crampton, Bruce",4,1,11
1972,2,"Crampton, Bruce",3,1,12
1972,2,"Crampton, Bruce",4,1,13
1972,2,"Crampton, Bruce",6,1,14
1972,2,"Crampton, Bruce",4,1,15
1972,2,"Crampton, Bruce",6,1,16
1972,2,"Crampton, Bruce",3,1,17
1972,2,"Crampton, Bruce",5,1,18
1972,2,"Crampton, Bruce",5,2,1
1972,2,"Crampton, Bruce",5,2,2
1972,2,"Crampton, Bruce",4,2,3
1972,2,"Crampton, Bruce",4,2,4
1972,2,"Crampton, Bruce",2,2,5
1972,2,"Crampton, Bruce",3,2,6
1972,2,"Crampton, Bruce",3,2,7
1972,2,"Crampton, Bruce",4,2,8
1972,2,"Crampton, Bruce",4,2,9
1972,2,"Crampton, Bruce",3,2,10
1972,2,"Crampton, Bruce",4,2,11
1972,2,"Crampton, Bruce",3,2,12
1972,2,"Crampton, Bruce",4,2,13
1972,2,"Crampton, Bruce",4,2,14
1972,2,"Crampton, Bruce",4,2,15
1972,2,"Crampton, Bruce",5,2,16
1972,2,"Crampton, Bruce",4,2,17
1972,2,"Crampton, Bruce",5,2,18
1972,2,"Crampton, Bruce",4,3,1
1972,2,"Crampton, Bruce",5,3,2
1972,2,"Crampton, Bruce",4,3,3
1972,2,"Crampton, Bruce",4,3,4
1972,2,"Crampton, Bruce",3,3,5
1972,2,"Crampton, Bruce",5,3,6
1972,2,"Crampton, Bruce",4,3,7
1972,2,"Crampton, Bruce",5,3,8
1972,2,"Crampton, Bruce",4,3,9
1972,2,"Crampton, Bruce",5,3,10
1972,2,"Crampton, Bruce",3,3,11
1972,2,"Crampton, Bruce",3,3,12
1972,2,"Crampton, Bruce",3,3,13
1972,2,"Crampton, Bruce",5,3,14
1972,2,"Crampton, Bruce",3,3,15
1972,2,"Crampton, Bruce",4,3,16
1972,2,"Crampton, Bruce",4,3,17
1972,2,"Crampton, Bruce",5,3,18
1972,2,"Crampton, Bruce",4,4,1
1972,2,"Crampton, Bruce",4,4,2
1972,2,"Crampton, Bruce",6,4,3
1972,2,"Crampton, Bruce",4,4,4
1972,2,"Crampton, Bruce",3,4,5
1972,2,"Crampton, Bruce",6,4,6
1972,2,"Crampton, Bruce",3,4,7
1972,2,"Crampton, Bruce",4,4,8
1972,2,"Crampton, Bruce",4,4,9
1972,2,"Crampton, Bruce",5,4,10
1972,2,"Crampton, Bruce",5,4,11
1972,2,"Crampton, Bruce",3,4,12
1972,2,"Crampton, Bruce",4,4,13
1972,2,"Crampton, Bruce",6,4,14
1972,2,"Crampton, Bruce",3,4,15
1972,2,"Crampton, Bruce",4,4,16
1972,2,"Crampton, Bruce",3,4,17
1972,2,"Crampton, Bruce",5,4,18
1972,3,"Palmer, Arnold",5,1,1
1972,3,"Palmer, Arnold",6,1,2
1972,3,"Palmer, Arnold",5,1,3
1972,3,"Palmer, Arnold",4,1,4
1972,3,"Palmer, Arnold",2,1,5
1972,3,"Palmer, Arnold",4,1,6
1972,3,"Palmer, Arnold",4,1,7
1972,3,"Palmer, Arnold",5,1,8
1972,3,"Palmer, Arnold",4,1,9
1972,3,"Palmer, Arnold",5,1,10
1972,3,"Palmer, Arnold",4,1,11
1972,3,"Palmer, Arnold",3,1,12
1972,3,"Palmer, Arnold",5,1,13
1972,3,"Palmer, Arnold",5,1,14
1972,3,"Palmer, Arnold",4,1,15
1972,3,"Palmer, Arnold",4,1,16
1972,3,"Palmer, Arnold",3,1,17
1972,3,"Palmer, Arnold",5,1,18
1972,3,"Palmer, Arnold",4,2,1
1972,3,"Palmer, Arnold",4,2,2
1972,3,"Palmer, Arnold",3,2,3
1972,3,"Palmer, Arnold",4,2,4
1972,3,"Palmer, Arnold",3,2,5
1972,3,"Palmer, Arnold",5,2,6
1972,3,"Palmer, Arnold",3,2,7
1972,3,"Palmer, Arnold",5,2,8
1972,3,"Palmer, Arnold",4,2,9
1972,3,"Palmer, Arnold",3,2,10
1972,3,"Palmer, Arnold",4,2,11
1972,3,"Palmer, Arnold",2,2,12
1972,3,"Palmer, Arnold",4,2,13
1972,3,"Palmer, Arnold",5,2,14
1972,3,"Palmer, Arnold",5,2,15
1972,3,"Palmer, Arnold",4,2,16
1972,3,"Palmer, Arnold",2,2,17
1972,3,"Palmer, Arnold",4,2,18
1972,3,"Palmer, Arnold",4,3,1
1972,3,"Palmer, Arnold",4,3,2
1972,3,"Palmer, Arnold",4,3,3
1972,3,"Palmer, Arnold",4,3,4
1972,3,"Palmer, Arnold",3,3,5
1972,3,"Palmer, Arnold",5,3,6
1972,3,"Palmer, Arnold",4,3,7
1972,3,"Palmer, Arnold",5,3,8
1972,3,"Palmer, Arnold",4,3,9
1972,3,"Palmer, Arnold",4,3,10
1972,3,"Palmer, Arnold",4,3,11
1972,3,"Palmer, Arnold",3,3,12
1972,3,"Palmer, Arnold",5,3,13
1972,3,"Palmer, Arnold",5,3,14
1972,3,"Palmer, Arnold",3,3,15
1972,3,"Palmer, Arnold",4,3,16
1972,3,"Palmer, Arnold",3,3,17
1972,3,"Palmer, Arnold",5,3,18
1972,3,"Palmer, Arnold",4,4,1
1972,3,"Palmer, Arnold",5,4,2
1972,3,"Palmer, Arnold",3,4,3
1972,3,"Palmer, Arnold",4,4,4
1972,3,"Palmer, Arnold",3,4,5
1972,3,"Palmer, Arnold",6,4,6
1972,3,"Palmer, Arnold",3,4,7
1972,3,"Palmer, Arnold",5,4,8
1972,3,"Palmer, Arnold",4,4,9
1972,3,"Palmer, Arnold",5,4,10
1972,3,"Palmer, Arnold",4,4,11
1972,3,"Palmer, Arnold",3,4,12
1972,3,"Palmer, Arnold",4,4,13
1972,3,"Palmer, Arnold",5,4,14
1972,3,"Palmer, Arnold",5,4,15
1972,3,"Palmer, Arnold",5,4,16
1972,3,"Palmer, Arnold",3,4,17
1972,3,"Palmer, Arnold",5,4,18
1972,4,"Blancas, Homero",4,1,1
1972,4,"Blancas, Homero",4,1,2
1972,4,"Blancas, Homero",3,1,3
1972,4,"Blancas, Homero",3,1,4
1972,4,"Blancas, Homero",2,1,5
1972,4,"Blancas, Homero",7,1,6
1972,4,"Blancas, Homero",2,1,7
1972,4,"Blancas, Homero",3,1,8
1972,4,"Blancas, Homero",5,1,9
1972,4,"Blancas, Homero",4,1,10
1972,4,"Blancas, Homero",5,1,11
1972,4,"Blancas, Homero",3,1,12
1972,4,"Blancas, Homero",4,1,13
1972,4,"Blancas, Homero",6,1,14
1972,4,"Blancas, Homero",4,1,15
1972,4,"Blancas, Homero",7,1,16
1972,4,"Blancas, Homero",3,1,17
1972,4,"Blancas, Homero",5,1,18
1972,4,"Blancas, Homero",4,2,1
1972,4,"Blancas, Homero",4,2,2
1972,4,"Blancas, Homero",5,2,3
1972,4,"Blancas, Homero",4,2,4
1972,4,"Blancas, Homero",3,2,5
1972,4,"Blancas, Homero",4,2,6
1972,4,"Blancas, Homero",2,2,7
1972,4,"Blancas, Homero",5,2,8
1972,4,"Blancas, Homero",4,2,9
1972,4,"Blancas, Homero",4,2,10
1972,4,"Blancas, Homero",3,2,11
1972,4,"Blancas, Homero",3,2,12
1972,4,"Blancas, Homero",3,2,13
1972,4,"Blancas, Homero",6,2,14
1972,4,"Blancas, Homero",4,2,15
1972,4,"Blancas, Homero",4,2,16
1972,4,"Blancas, Homero",3,2,17
1972,4,"Blancas, Homero",5,2,18
1972,4,"Blancas, Homero",3,3,1
1972,4,"Blancas, Homero",5,3,2
1972,4,"Blancas, Homero",4,3,3
1972,4,"Blancas, Homero",4,3,4
1972,4,"Blancas, Homero",3,3,5
1972,4,"Blancas, Homero",6,3,6
1972,4,"Blancas, Homero",3,3,7
1972,4,"Blancas, Homero",4,3,8
1972,4,"Blancas, Homero",4,3,9
1972,4,"Blancas, Homero",6,3,10
1972,4,"Blancas, Homero",4,3,11
1972,4,"Blancas, Homero",4,3,12
1972,4,"Blancas, Homero",5,3,13
1972,4,"Blancas, Homero",5,3,14
1972,4,"Blancas, Homero",3,3,15
1972,4,"Blancas, Homero",5,3,16
1972,4,"Blancas, Homero",3,3,17
1972,4,"Blancas, Homero",5,3,18
1972,4,"Blancas, Homero",4,4,1
1972,4,"Blancas, Homero",4,4,2
1972,4,"Blancas, Homero",4,4,3
1972,4,"Blancas, Homero",4,4,4
1972,4,"Blancas, Homero",2,4,5
1972,4,"Blancas, Homero",5,4,6
1972,4,"Blancas, Homero",3,4,7
1972,4,"Blancas, Homero",4,4,8
1972,4,"Blancas, Homero",4,4,9
1972,4,"Blancas, Homero",5,4,10
1972,4,"Blancas, Homero",4,4,11
1972,4,"Blancas, Homero",5,4,12
1972,4,"Blancas, Homero",4,4,13
1972,4,"Blancas, Homero",5,4,14
1972,4,"Blancas, Homero",4,4,15
1972,4,"Blancas, Homero",5,4,16
1972,4,"Blancas, Homero",3,4,17
1972,4,"Blancas, Homero",6,4,18
1972,4,"Trevino, Lee",4,1,1
1972,4,"Trevino, Lee",5,1,2
1972,4,"Trevino, Lee",4,1,3
1972,4,"Trevino, Lee",4,1,4
1972,4,"Trevino, Lee",4,1,5
1972,4,"Trevino, Lee",4,1,6
1972,4,"Trevino, Lee",3,1,7
1972,4,"Trevino, Lee",4,1,8
1972,4,"Trevino, Lee",4,1,9
1972,4,"Trevino, Lee",4,1,10
1972,4,"Trevino, Lee",4,1,11
1972,4,"Trevino, Lee",4,1,12
1972,4,"Trevino, Lee",5,1,13
1972,4,"Trevino, Lee",5,1,14
1972,4,"Trevino, Lee",4,1,15
1972,4,"Trevino, Lee",4,1,16
1972,4,"Trevino, Lee",3,1,17
1972,4,"Trevino, Lee",5,1,18
1972,4,"Trevino, Lee",4,2,1
1972,4,"Trevino, Lee",5,2,2
1972,4,"Trevino, Lee",5,2,3
1972,4,"Trevino, Lee",4,2,4
1972,4,"Trevino, Lee",3,2,5
1972,4,"Trevino, Lee",5,2,6
1972,4,"Trevino, Lee",3,2,7
1972,4,"Trevino, Lee",3,2,8
1972,4,"Trevino, Lee",4,2,9
1972,4,"Trevino, Lee",4,2,10
1972,4,"Trevino, Lee",3,2,11
1972,4,"Trevino, Lee",4,2,12
1972,4,"Trevino, Lee",3,2,13
1972,4,"Trevino, Lee",6,2,14
1972,4,"Trevino, Lee",5,2,15
1972,4,"Trevino, Lee",4,2,16
1972,4,"Trevino, Lee",3,2,17
1972,4,"Trevino, Lee",4,2,18
1972,4,"Trevino, Lee",4,3,1
1972,4,"Trevino, Lee",5,3,2
1972,4,"Trevino, Lee",3,3,3
1972,4,"Trevino, Lee",5,3,4
1972,4,"Trevino, Lee",3,3,5
1972,4,"Trevino, Lee",5,3,6
1972,4,"Trevino, Lee",3,3,7
1972,4,"Trevino, Lee",5,3,8
1972,4,"Trevino, Lee",5,3,9
1972,4,"Trevino, Lee",3,3,10
1972,4,"Trevino, Lee",4,3,11
1972,4,"Trevino, Lee",4,3,12
1972,4,"Trevino, Lee",3,3,13
1972,4,"Trevino, Lee",5,3,14
1972,4,"Trevino, Lee",4,3,15
1972,4,"Trevino, Lee",4,3,16
1972,4,"Trevino, Lee",2,3,17
1972,4,"Trevino, Lee",4,3,18
1972,4,"Trevino, Lee",4,4,1
1972,4,"Trevino, Lee",6,4,2
1972,4,"Trevino, Lee",5,4,3
1972,4,"Trevino, Lee",4,4,4
1972,4,"Trevino, Lee",3,4,5
1972,4,"Trevino, Lee",6,4,6
1972,4,"Trevino, Lee",3,4,7
1972,4,"Trevino, Lee",4,4,8
1972,4,"Trevino, Lee",4,4,9
1972,4,"Trevino, Lee",5,4,10
1972,4,"Trevino, Lee",5,4,11
1972,4,"Trevino, Lee",3,4,12
1972,4,"Trevino, Lee",5,4,13
1972,4,"Trevino, Lee",4,4,14
1972,4,"Trevino, Lee",4,4,15
1972,4,"Trevino, Lee",4,4,16
1972,4,"Trevino, Lee",4,4,17
1972,4,"Trevino, Lee",5,4,18
1972,6,"Zarley, Kermit",5,1,10
1972,6,"Zarley, Kermit",5,1,11
1972,6,"Zarley, Kermit",2,1,12
1972,6,"Zarley, Kermit",4,1,13
1972,6,"Zarley, Kermit",5,1,14
1972,6,"Zarley, Kermit",4,1,15
1972,6,"Zarley, Kermit",3,1,16
1972,6,"Zarley, Kermit",3,1,17
1972,6,"Zarley, Kermit",4,1,18
1972,6,"Zarley, Kermit",4,2,1
1972,6,"Zarley, Kermit",5,2,2
1972,6,"Zarley, Kermit",4,2,3
1972,6,"Zarley, Kermit",4,2,4
1972,6,"Zarley, Kermit",2,2,5
1972,6,"Zarley, Kermit",5,2,6
1972,6,"Zarley, Kermit",2,2,7
1972,6,"Zarley, Kermit",6,2,8
1972,6,"Zarley, Kermit",4,2,9
1972,6,"Zarley, Kermit",5,2,10
1972,6,"Zarley, Kermit",3,2,11
1972,6,"Zarley, Kermit",3,2,12
1972,6,"Zarley, Kermit",5,2,13
1972,6,"Zarley, Kermit",5,2,14
1972,6,"Zarley, Kermit",4,2,15
1972,6,"Zarley, Kermit",4,2,16
1972,6,"Zarley, Kermit",3,2,17
1972,6,"Zarley, Kermit",5,2,18
1972,6,"Zarley, Kermit",4,3,1
1972,6,"Zarley, Kermit",4,3,2
1972,6,"Zarley, Kermit",5,3,3
1972,6,"Zarley, Kermit",4,3,4
1972,6,"Zarley, Kermit",3,3,5
1972,6,"Zarley, Kermit",4,3,6
1972,6,"Zarley, Kermit",3,3,7
1972,6,"Zarley, Kermit",4,3,8
1972,6,"Zarley, Kermit",5,3,9
1972,6,"Zarley, Kermit",5,3,10
1972,6,"Zarley, Kermit",3,3,11
1972,6,"Zarley, Kermit",3,3,12
1972,6,"Zarley, Kermit",4,3,13
1972,6,"Zarley, Kermit",5,3,14
1972,6,"Zarley, Kermit",4,3,15
1972,6,"Zarley, Kermit",3,3,16
1972,6,"Zarley, Kermit",5,3,17
1972,6,"Zarley, Kermit",5,3,18
1972,6,"Zarley, Kermit",4,4,1
1972,6,"Zarley, Kermit",5,4,2
1972,6,"Zarley, Kermit",4,4,3
1972,6,"Zarley, Kermit",4,4,4
1972,6,"Zarley, Kermit",3,4,5
1972,6,"Zarley, Kermit",5,4,6
1972,6,"Zarley, Kermit",4,4,7
1972,6,"Zarley, Kermit",5,4,8
1972,6,"Zarley, Kermit",5,4,9
1972,6,"Zarley, Kermit",5,4,10
1972,6,"Zarley, Kermit",4,4,11
1972,6,"Zarley, Kermit",4,4,12
1972,6,"Zarley, Kermit",4,4,13
1972,6,"Zarley, Kermit",8,4,14
1972,6,"Zarley, Kermit",4,4,15
1972,6,"Zarley, Kermit",4,4,16
1972,6,"Zarley, Kermit",2,4,17
1972,6,"Zarley, Kermit",5,4,18
1972,7,"Miller, Johnny",5,1,1
1972,7,"Miller, Johnny",4,1,2
1972,7,"Miller, Johnny",4,1,3
1972,7,"Miller, Johnny",5,1,4
1972,7,"Miller, Johnny",3,1,5
1972,7,"Miller, Johnny",5,1,6
1972,7,"Miller, Johnny",2,1,7
1972,7,"Miller, Johnny",4,1,8
1972,7,"Miller, Johnny",4,1,9
1972,7,"Miller, Johnny",3,1,10
1972,7,"Miller, Johnny",4,1,11
1972,7,"Miller, Johnny",3,1,12
1972,7,"Miller, Johnny",4,1,13
1972,7,"Miller, Johnny",6,1,14
1972,7,"Miller, Johnny",5,1,15
1972,7,"Miller, Johnny",4,1,16
1972,7,"Miller, Johnny",4,1,17
1972,7,"Miller, Johnny",5,1,18
1972,7,"Miller, Johnny",4,2,1
1972,7,"Miller, Johnny",5,2,2
1972,7,"Miller, Johnny",4,2,3
1972,7,"Miller, Johnny",4,2,4
1972,7,"Miller, Johnny",3,2,5
1972,7,"Miller, Johnny",4,2,6
1972,7,"Miller, Johnny",3,2,7
1972,7,"Miller, Johnny",4,2,8
1972,7,"Miller, Johnny",4,2,9
1972,7,"Miller, Johnny",5,2,10
1972,7,"Miller, Johnny",4,2,11
1972,7,"Miller, Johnny",3,2,12
1972,7,"Miller, Johnny",5,2,13
1972,7,"Miller, Johnny",5,2,14
1972,7,"Miller, Johnny",4,2,15
1972,7,"Miller, Johnny",3,2,16
1972,7,"Miller, Johnny",3,2,17
1972,7,"Miller, Johnny",6,2,18
1972,7,"Miller, Johnny",4,3,1
1972,7,"Miller, Johnny",5,3,2
1972,7,"Miller, Johnny",3,3,3
1972,7,"Miller, Johnny",4,3,4
1972,7,"Miller, Johnny",3,3,5
1972,7,"Miller, Johnny",5,3,6
1972,7,"Miller, Johnny",2,3,7
1972,7,"Miller, Johnny",4,3,8
1972,7,"Miller, Johnny",4,3,9
1972,7,"Miller, Johnny",6,3,10
1972,7,"Miller, Johnny",3,3,11
1972,7,"Miller, Johnny",4,3,12
1972,7,"Miller, Johnny",4,3,13
1972,7,"Miller, Johnny",4,3,14
1972,7,"Miller, Johnny",4,3,15
1972,7,"Miller, Johnny",5,3,16
1972,7,"Miller, Johnny",3,3,17
1972,7,"Miller, Johnny",4,3,18
1972,7,"Miller, Johnny",3,4,1
1972,7,"Miller, Johnny",5,4,2
1972,7,"Miller, Johnny",4,4,3
1972,7,"Miller, Johnny",4,4,4
1972,7,"Miller, Johnny",5,4,5
1972,7,"Miller, Johnny",5,4,6
1972,7,"Miller, Johnny",3,4,7
1972,7,"Miller, Johnny",5,4,8
1972,7,"Miller, Johnny",6,4,9
1972,7,"Miller, Johnny",5,4,10
1972,7,"Miller, Johnny",4,4,11
1972,7,"Miller, Johnny",3,4,12
1972,7,"Miller, Johnny",4,4,13
1972,7,"Miller, Johnny",6,4,14
1972,7,"Miller, Johnny",5,4,15
1972,7,"Miller, Johnny",4,4,16
1972,7,"Miller, Johnny",3,4,17
1972,7,"Miller, Johnny",5,4,18
1972,8,"Weiskopf, Tom",4,1,1
1972,8,"Weiskopf, Tom",4,1,2
1972,8,"Weiskopf, Tom",4,1,3
1972,8,"Weiskopf, Tom",4,1,4
1972,8,"Weiskopf, Tom",3,1,5
1972,8,"Weiskopf, Tom",5,1,6
1972,8,"Weiskopf, Tom",3,1,7
1972,8,"Weiskopf, Tom",3,1,8
1972,8,"Weiskopf, Tom",4,1,9
1972,8,"Weiskopf, Tom",3,1,10
1972,8,"Weiskopf, Tom",4,1,11
1972,8,"Weiskopf, Tom",3,1,12
1972,8,"Weiskopf, Tom",6,1,13
1972,8,"Weiskopf, Tom",5,1,14
1972,8,"Weiskopf, Tom",5,1,15
1972,8,"Weiskopf, Tom",4,1,16
1972,8,"Weiskopf, Tom",4,1,17
1972,8,"Weiskopf, Tom",5,1,18
1972,8,"Weiskopf, Tom",4,2,1
1972,8,"Weiskopf, Tom",5,2,2
1972,8,"Weiskopf, Tom",4,2,3
1972,8,"Weiskopf, Tom",3,2,4
1972,8,"Weiskopf, Tom",3,2,5
1972,8,"Weiskopf, Tom",5,2,6
1972,8,"Weiskopf, Tom",3,2,7
1972,8,"Weiskopf, Tom",4,2,8
1972,8,"Weiskopf, Tom",4,2,9
1972,8,"Weiskopf, Tom",4,2,10
1972,8,"Weiskopf, Tom",4,2,11
1972,8,"Weiskopf, Tom",4,2,12
1972,8,"Weiskopf, Tom",5,2,13
1972,8,"Weiskopf, Tom",6,2,14
1972,8,"Weiskopf, Tom",4,2,15
1972,8,"Weiskopf, Tom",5,2,16
1972,8,"Weiskopf, Tom",3,2,17
1972,8,"Weiskopf, Tom",4,2,18
1972,8,"Weiskopf, Tom",4,3,1
1972,8,"Weiskopf, Tom",4,3,2
1972,8,"Weiskopf, Tom",5,3,3
1972,8,"Weiskopf, Tom",4,3,4
1972,8,"Weiskopf, Tom",2,3,5
1972,8,"Weiskopf, Tom",7,3,6
1972,8,"Weiskopf, Tom",3,3,7
1972,8,"Weiskopf, Tom",3,3,8
1972,8,"Weiskopf, Tom",4,3,9
1972,8,"Weiskopf, Tom",4,3,10
1972,8,"Weiskopf, Tom",4,3,11
1972,8,"Weiskopf, Tom",3,3,12
1972,8,"Weiskopf, Tom",4,3,13
1972,8,"Weiskopf, Tom",6,3,14
1972,8,"Weiskopf, Tom",3,3,15
1972,8,"Weiskopf, Tom",4,3,16
1972,8,"Weiskopf, Tom",4,3,17
1972,8,"Weiskopf, Tom",5,3,18
1972,8,"Weiskopf, Tom",5,4,1
1972,8,"Weiskopf, Tom",4,4,2
1972,8,"Weiskopf, Tom",4,4,3
1972,8,"Weiskopf, Tom",6,4,4
1972,8,"Weiskopf, Tom",2,4,5
1972,8,"Weiskopf, Tom",5,4,6
1972,8,"Weiskopf, Tom",3,4,7
1972,8,"Weiskopf, Tom",5,4,8
1972,8,"Weiskopf, Tom",4,4,9
1972,8,"Weiskopf, Tom",6,4,10
1972,8,"Weiskopf, Tom",4,4,11
1972,8,"Weiskopf, Tom",3,4,12
1972,8,"Weiskopf, Tom",4,4,13
1972,8,"Weiskopf, Tom",6,4,14
1972,8,"Weiskopf, Tom",3,4,15
1972,8,"Weiskopf, Tom",3,4,16
1972,8,"Weiskopf, Tom",4,4,17
1972,8,"Weiskopf, Tom",7,4,18
1972,9,"Rodriguez, Juan",4,1,1
1972,9,"Rodriguez, Juan",4,1,2
1972,9,"Rodriguez, Juan",4,1,3
1972,9,"Rodriguez, Juan",4,1,4
1972,9,"Rodriguez, Juan",3,1,5
1972,9,"Rodriguez, Juan",4,1,6
1972,9,"Rodriguez, Juan",3,1,7
1972,9,"Rodriguez, Juan",4,1,8
1972,9,"Rodriguez, Juan",4,1,9
1972,9,"Rodriguez, Juan",4,1,10
1972,9,"Rodriguez, Juan",4,1,11
1972,9,"Rodriguez, Juan",4,1,12
1972,9,"Rodriguez, Juan",4,1,13
1972,9,"Rodriguez, Juan",6,1,14
1972,9,"Rodriguez, Juan",4,1,15
1972,9,"Rodriguez, Juan",4,1,16
1972,9,"Rodriguez, Juan",2,1,17
1972,9,"Rodriguez, Juan",5,1,18
1972,9,"Rodriguez, Juan",4,2,1
1972,9,"Rodriguez, Juan",4,2,2
1972,9,"Rodriguez, Juan",5,2,3
1972,9,"Rodriguez, Juan",4,2,4
1972,9,"Rodriguez, Juan",3,2,5
1972,9,"Rodriguez, Juan",4,2,6
1972,9,"Rodriguez, Juan",3,2,7
1972,9,"Rodriguez, Juan",6,2,8
1972,9,"Rodriguez, Juan",4,2,9
1972,9,"Rodriguez, Juan",4,2,10
1972,9,"Rodriguez, Juan",5,2,11
1972,9,"Rodriguez, Juan",3,2,12
1972,9,"Rodriguez, Juan",4,2,13
1972,9,"Rodriguez, Juan",5,2,14
1972,9,"Rodriguez, Juan",4,2,15
1972,9,"Rodriguez, Juan",4,2,16
1972,9,"Rodriguez, Juan",4,2,17
1972,9,"Rodriguez, Juan",5,2,18
1972,9,"Rodriguez, Juan",4,3,1
1972,9,"Rodriguez, Juan",5,3,2
1972,9,"Rodriguez, Juan",5,3,3
1972,9,"Rodriguez, Juan",4,3,4
1972,9,"Rodriguez, Juan",3,3,5
1972,9,"Rodriguez, Juan",6,3,6
1972,9,"Rodriguez, Juan",3,3,7
1972,9,"Rodriguez, Juan",4,3,8
1972,9,"Rodriguez, Juan",5,3,9
1972,9,"Rodriguez, Juan",4,3,10
1972,9,"Rodriguez, Juan",4,3,11
1972,9,"Rodriguez, Juan",3,3,12
1972,9,"Rodriguez, Juan",4,3,13
1972,9,"Rodriguez, Juan",6,3,14
1972,9,"Rodriguez, Juan",5,3,15
1972,9,"Rodriguez, Juan",5,3,16
1972,9,"Rodriguez, Juan",3,3,17
1972,9,"Rodriguez, Juan",5,3,18
1972,9,"Rodriguez, Juan",4,4,1
1972,9,"Rodriguez, Juan",5,4,2
1972,9,"Rodriguez, Juan",5,4,3
1972,9,"Rodriguez, Juan",3,4,4
1972,9,"Rodriguez, Juan",3,4,5
1972,9,"Rodriguez, Juan",6,4,6
1972,9,"Rodriguez, Juan",3,4,7
1972,9,"Rodriguez, Juan",4,4,8
1972,9,"Rodriguez, Juan",5,4,9
1972,9,"Rodriguez, Juan",4,4,10
1972,9,"Rodriguez, Juan",4,4,11
1972,9,"Rodriguez, Juan",3,4,12
1972,9,"Rodriguez, Juan",4,4,13
1972,9,"Rodriguez, Juan",5,4,14
